cod,descr,per,anoinicio,unidade
279,Fundo de investimento financeiro - FIF CP - Posições em derivativos (SWAP),"""D""",1995,"""u.m.c. (mil)"""
280,Fundo de investimento financeiro - FIF 30 - Captação,"""D""",1995,"""u.m.c. (mil)"""
281,Fundo de investimento financeiro - FIF 30 - Resgates,"""D""",1995,"""u.m.c. (mil)"""
282,Fundo de investimento financeiro - FIF 30 - Posições em derivativos (mercado futuro),"""D""",1995,"""u.m.c. (mil)"""
283,Fundo de investimento financeiro - FIF 30 - Margem de garantia,"""D""",1995,"""u.m.c. (mil)"""
284,Fundo de investimento financeiro - FIF 30 - Posições em derivativos (mercado de opções/Box),"""D""",1995,"""u.m.c. (mil)"""
285,Fundo de investimento financeiro - FIF 30 - Posições em derivativos (SWAP),"""D""",1995,"""u.m.c. (mil)"""
286,Fundo de investimento financeiro - FIF 60 - Captação,"""D""",1995,"""u.m.c. (mil)"""
287,Fundo de investimento financeiro - FIF 60 - Resgates,"""D""",1995,"""u.m.c. (mil)"""
288,Fundo de investimento financeiro - FIF 60 - Posições em derivativos (mercado futuro),"""D""",1995,"""u.m.c. (mil)"""
289,Fundo de investimento financeiro - FIF 60 - Margem de garantia,"""D""",1995,"""u.m.c. (mil)"""
290,Fundo de investimento financeiro - FIF 60 - Posições em derivativos (mercado de opções/Box),"""D""",1995,"""u.m.c. (mil)"""
291,Fundo de investimento financeiro - FIF 60 - Posições em derivativos (SWAP),"""D""",1995,"""u.m.c. (mil)"""
292,Fundo de investimento financeiro - FIF 90 - Captação,"""D""",1995,"""u.m.c. (mil)"""
293,Fundo de investimento financeiro - FIF 90 - Resgates,"""D""",1995,"""u.m.c. (mil)"""
294,Fundo de investimento financeiro - FIF 90 - Posições em derivativos (mercado futuro),"""D""",1995,"""u.m.c. (mil)"""
295,Fundo de investimento financeiro - FIF 90 - Margem de garantia,"""D""",1995,"""u.m.c. (mil)"""
296,Fundo de investimento financeiro - FIF 90 - Posições em derivativos (mercado de opções/Box),"""D""",1995,"""u.m.c. (mil)"""
297,Fundo de investimento financeiro - FIF 90 - Posições em derivativos (SWAP),"""D""",1995,"""u.m.c. (mil)"""
298,Fundo de investimento financeiro - FIF total - Captação,"""D""",1995,"""u.m.c. (mil)"""
299,Fundo de investimento financeiro - FIF total - Resgates,"""D""",1995,"""u.m.c. (mil)"""
300,Fundo de investimento financeiro - FIF total - Posições em derivativos (mercado futuro),"""D""",1995,"""u.m.c. (mil)"""
301,Fundo de investimento financeiro - FIF total - Margem de garantia,"""D""",1995,"""u.m.c. (mil)"""
302,Fundo de investimento financeiro - FIF total - Posições em derivativos (mercado de opções/Box),"""D""",1995,"""u.m.c. (mil)"""
303,Fundo de investimento financeiro - FIF total - Posições em derivativos (SWAP),"""D""",1995,"""u.m.c. (mil)"""
304,Fundo de investimento financeiro - FIF CP - Aplicações em títulos de emissão do Tesouro,"""S""",1995,"""u.m.c. (mil)"""
305,Fundo de investimento financeiro - FIF CP - Aplicações em títulos de emissão do Banco Central,"""S""",1995,"""u.m.c. (mil)"""
306,Fundo de investimento financeiro - FIF CP - Aplicações em títulos estaduais,"""S""",1995,"""u.m.c. (mil)"""
307,Fundo de investimento financeiro - FIF CP - Aplicações em títulos municipais,"""S""",1995,"""u.m.c. (mil)"""
308,Fundo de investimento financeiro - FIF CP - Aplicações em CDB/RDB,"""S""",1995,"""u.m.c. (mil)"""
309,Fundo de investimento financeiro - FIF CP - Aplicações em debêntures,"""S""",1995,"""u.m.c. (mil)"""
310,Fundo de investimento financeiro - FIF CP - Aplicações em letras hipotecárias,"""S""",1995,"""u.m.c. (mil)"""
311,Fundo de investimento financeiro - FIF CP - Aplicações em letras de câmbio,"""S""",1995,"""u.m.c. (mil)"""
313,Fundo de investimento financeiro - FIF CP - Aplicações em warrants,"""S""",1995,"""u.m.c. (mil)"""
314,Fundo de investimento financeiro - FIF CP - Aplicações em export notes,"""S""",1995,"""u.m.c. (mil)"""
315,Fundo de investimento financeiro - FIF CP - Aplicações em ações para conversão de debêntures,"""S""",1995,"""u.m.c. (mil)"""
316,Fundo de investimento financeiro - FIF CP - Aplicações em ações de companhias abertas,"""S""",1995,"""u.m.c. (mil)"""
317,Fundo de investimento financeiro - FIF CP - Outras aplicações,"""S""",1995,"""u.m.c. (mil)"""
318,Fundo de investimento financeiro - FIF CP - Aplicações em operações compromissadas,"""S""",1995,"""u.m.c. (mil)"""
319,Fundo de investimento financeiro - FIF 30 - Aplicações em títulos de emissão do Tesouro,"""S""",1995,"""u.m.c. (mil)"""
320,Fundo de investimento financeiro - FIF 30 - Aplicações em títulos de emissão do Banco Central,"""S""",1995,"""u.m.c. (mil)"""
321,Fundo de investimento financeiro - FIF 30 - Aplicações em títulos estaduais,"""S""",1995,"""u.m.c. (mil)"""
322,Fundo de investimento financeiro - FIF 30 - Aplicações em títulos municipais,"""S""",1995,"""u.m.c. (mil)"""
323,Fundo de investimento financeiro - FIF 30 - Aplicações em CDB/RDB,"""S""",1995,"""u.m.c. (mil)"""
324,Fundo de investimento financeiro - FIF 30 - Aplicações em debêntures,"""S""",1995,"""u.m.c. (mil)"""
325,Fundo de investimento financeiro - FIF 30 - Aplicações em letras hipotecárias,"""S""",1995,"""u.m.c. (mil)"""
326,Fundo de investimento financeiro - FIF 30 - Aplicações em letras de câmbio,"""S""",1995,"""u.m.c. (mil)"""
327,Fundo de investimento financeiro - FIF 30 - Aplicações em ouro,"""S""",1995,"""u.m.c. (mil)"""
328,Fundo de investimento financeiro - FIF 30 - Aplicações em warrants,"""S""",1995,"""u.m.c. (mil)"""
329,Fundo de investimento financeiro - FIF 30 - Aplicações em export notes,"""S""",1995,"""u.m.c. (mil)"""
330,Fundo de investimento financeiro - FIF 30 - Aplicações em ações para conversão de debêntures,"""S""",1995,"""u.m.c. (mil)"""
331,Fundo de investimento financeiro - FIF 30 - Aplicações em ações de companhias abertas,"""S""",1995,"""u.m.c. (mil)"""
332,Fundo de investimento financeiro - FIF 30 - Outras aplicações,"""S""",1995,"""u.m.c. (mil)"""
333,Fundo de investimento financeiro - FIF 30 - Aplicações em operações compromissadas,"""S""",1995,"""u.m.c. (mil)"""
334,Fundo de investimento financeiro - FIF 60 - Aplicações em títulos de emissão do Tesouro,"""S""",1995,"""u.m.c. (mil)"""
335,Fundo de investimento financeiro - FIF 60 - Aplicações em títulos de emissão do Banco Central,"""S""",1995,"""u.m.c. (mil)"""
336,Fundo de investimento financeiro - FIF 60 - Aplicações em títulos estaduais,"""S""",1995,"""u.m.c. (mil)"""
337,Fundo de investimento financeiro - FIF 60 - Aplicações em títulos municipais,"""S""",1995,"""u.m.c. (mil)"""
338,Fundo de investimento financeiro - FIF 60 - Aplicações em CDB/RDB,"""S""",1995,"""u.m.c. (mil)"""
339,Fundo de investimento financeiro - FIF 60 - Aplicações em debêntures,"""S""",1995,"""u.m.c. (mil)"""
340,Fundo de investimento financeiro - FIF 60 - Aplicações em letras hipotecárias,"""S""",1995,"""u.m.c. (mil)"""
341,Fundo de investimento financeiro - FIF 60 - Aplicações em letras de câmbio,"""S""",1995,"""u.m.c. (mil)"""
342,Fundo de investimento financeiro - FIF 60 - Aplicações em ouro,"""S""",1995,"""u.m.c. (mil)"""
343,Fundo de investimento financeiro - FIF 60 - Aplicações em warrants,"""S""",1995,"""u.m.c. (mil)"""
344,Fundo de investimento financeiro - FIF 60 - Aplicações em export notes,"""S""",1995,"""u.m.c. (mil)"""
345,Fundo de investimento financeiro - FIF 60 - Aplicações em ações para conversão de debêntures,"""S""",1995,"""u.m.c. (mil)"""
346,Fundo de investimento financeiro - FIF 60 - Aplicações em ações de companhias abertas,"""S""",1995,"""u.m.c. (mil)"""
347,Fundo de investimento financeiro - FIF 60 - Outras aplicações,"""S""",1995,"""u.m.c. (mil)"""
348,Fundo de investimento financeiro - FIF 60 - Aplicações em operações compromissadas,"""S""",1995,"""u.m.c. (mil)"""
349,Fundo de investimento financeiro - FIF 90 - Aplicações em títulos de emissão do Tesouro,"""S""",1995,"""u.m.c. (mil)"""
350,Fundo de investimento financeiro - FIF 90 - Aplicações em títulos de emissão do Banco Central,"""S""",1995,"""u.m.c. (mil)"""
351,Fundo de investimento financeiro - FIF 90 - Aplicações em títulos estaduais,"""S""",1995,"""u.m.c. (mil)"""
352,Fundo de investimento financeiro - FIF 90 - Aplicações em títulos municipais,"""S""",1995,"""u.m.c. (mil)"""
353,Fundo de investimento financeiro - FIF 90 - Aplicações em CDB/RDB,"""S""",1995,"""u.m.c. (mil)"""
354,Fundo de investimento financeiro - FIF 90 - Aplicações em debêntures,"""S""",1995,"""u.m.c. (mil)"""
355,Fundo de investimento financeiro - FIF 90 - Aplicações em letras hipotecárias,"""S""",1995,"""u.m.c. (mil)"""
356,Fundo de investimento financeiro - FIF 90 - Aplicações em letras de câmbio,"""S""",1995,"""u.m.c. (mil)"""
358,Fundo de investimento financeiro - FIF 90 - Aplicações em warrants,"""S""",1995,"""u.m.c. (mil)"""
359,Fundo de investimento financeiro - FIF 90 - Aplicações em export notes,"""S""",1995,"""u.m.c. (mil)"""
360,Fundo de investimento financeiro - FIF 90 - Aplicações em ações para conversão de debêntures,"""S""",1995,"""u.m.c. (mil)"""
361,Fundo de investimento financeiro - FIF 90 - Aplicações em ações de companhias abertas,"""S""",1995,"""u.m.c. (mil)"""
362,Fundo de investimento financeiro - FIF 90 - Outras aplicações,"""S""",1995,"""u.m.c. (mil)"""
363,Fundo de investimento financeiro - FIF 90 - Aplicações em operações compromissadas,"""S""",1995,"""u.m.c. (mil)"""
364,Fundo de investimento financeiro - FIF total - Aplicações em títulos de emissão do Tesouro,"""S""",1995,"""u.m.c. (mil)"""
365,Fundo de investimento financeiro - FIF total - Aplicações em títulos de emissão do Banco Central,"""S""",1995,"""u.m.c. (mil)"""
366,Fundo de investimento financeiro - FIF total - Aplicações em títulos estaduais,"""S""",1995,"""u.m.c. (mil)"""
367,Fundo de investimento financeiro - FIF total - Aplicações em títulos municipais,"""S""",1995,"""u.m.c. (mil)"""
368,Fundo de investimento financeiro - FIF total - Aplicações em CDB/RDB,"""S""",1995,"""u.m.c. (mil)"""
369,Fundo de investimento financeiro - FIF total - Aplicações em debêntures,"""S""",1995,"""u.m.c. (mil)"""
370,Fundo de investimento financeiro - FIF total - Aplicações em letras hipotecárias,"""S""",1995,"""u.m.c. (mil)"""
371,Fundo de investimento financeiro - FIF total - Aplicações em letras de câmbio,"""S""",1995,"""u.m.c. (mil)"""
372,Fundo de investimento financeiro - FIF total - Aplicações em ouro,"""S""",1995,"""u.m.c. (mil)"""
373,Fundo de investimento financeiro - FIF total - Aplicações em warrants,"""S""",1995,"""u.m.c. (mil)"""
374,Fundo de investimento financeiro - FIF total - Aplicações em export notes,"""S""",1995,"""u.m.c. (mil)"""
375,Fundo de investimento financeiro - FIF total - Aplicações em ações para conversão de debêntures,"""S""",1995,"""u.m.c. (mil)"""
376,Fundo de investimento financeiro - FIF total - Aplicações em ações de companhias abertas,"""S""",1995,"""u.m.c. (mil)"""
377,Fundo de investimento financeiro - FIF total - Outras aplicações,"""S""",1995,"""u.m.c. (mil)"""
378,Fundo de investimento financeiro - FIF total - Aplicações em operações compromissadas,"""S""",1995,"""u.m.c. (mil)"""
379,Fundo BB - Extramercado - Patrimônio líquido - diário,"""D""",1994,"""u.m.c. (mil)"""
380,Fundo BB-extramercado - Captação,"""D""",1994,"""u.m.c. (mil)"""
381,Fundo BB-extramercado - Resgates,"""D""",1994,"""u.m.c. (mil)"""
382,Fundo BB-extramercado - Rentabilidade diária (%),"""D""",1994,"""% a.d."""
383,Fundo BB-extramercado - Aplicações em títulos de emissão do Tesouro,"""D""",1994,"""u.m.c. (mil)"""
384,Fundo BB-extramercado - Aplicações em CDB,"""D""",1994,"""u.m.c. (mil)"""
385,Fundo BB-extramercado - Aplicações em operações compromissadas,"""D""",1994,"""u.m.c. (mil)"""
386,Fundo FAQFIF CP - Patrimônio líquido,"""M""",1995,"""u.m.c. (mil)"""
387,Fundo FAQFIF CP - Captação,"""M""",1995,"""u.m.c. (mil)"""
388,Fundo FAQFIF CP - Resgates,"""M""",1995,"""u.m.c. (mil)"""
389,Fundo FAQFIF CP - Rentabilidade mensal (%),"""M""",1995,"""% a.m."""
390,Fundo FAQFIF 30 - Patrimônio líquido,"""M""",1995,"""u.m.c. (mil)"""
391,Fundo FAQFIF 30 - Captação,"""M""",1995,"""u.m.c. (mil)"""
392,Fundo FAQFIF 30 - Resgates,"""M""",1995,"""u.m.c. (mil)"""
393,Fundo FAQFIF 30 - Rentabilidade mensal (%),"""M""",1995,"""% a.m."""
394,Fundo FAQFIF 60 - Patrimônio líquido,"""M""",1995,"""u.m.c. (mil)"""
395,Fundo FAQFIF 60 - Captação,"""M""",1995,"""u.m.c. (mil)"""
396,Fundo FAQFIF 60 - Resgates,"""M""",1995,"""u.m.c. (mil)"""
397,Fundo FAQFIF 60 - Rentabilidade mensal (%),"""M""",1995,"""% a.m."""
398,Fundo FAQFIF 90 - Patrimônio líquido,"""M""",1995,"""u.m.c. (mil)"""
399,Fundo FAQFIF 90 - Captação,"""M""",1995,"""u.m.c. (mil)"""
400,Fundo FAQFIF 90 - Resgates,"""M""",1995,"""u.m.c. (mil)"""
401,Fundo FAQFIF 90 - Rentabilidade mensal (%),"""M""",1995,"""% a.m."""
402,Fundo FAQFIF - Patrimônio líquido (total),"""M""",1995,"""u.m.c. (mil)"""
403,Fundo FAQFIF - Captação (total),"""M""",1995,"""u.m.c. (mil)"""
404,Fundo FAQFIF - Resgates (total),"""M""",1995,"""u.m.c. (mil)"""
405,Depósitos a prazo (Reaplicação automática) - Saldos,"""D""",1995,"""u.m.c. (mil)"""
406,Depósitos a prazo (Reaplicação automática) - Captação líquida,"""D""",1995,"""u.m.c. (mil)"""
407,Depósitos a prazo (Reaplicação automática) - Rendimentos pagos,"""D""",1995,"""u.m.c. (mil)"""
408,Depósitos a prazo (CDB/RDB-pós-fixados TBF) - Saldos,"""D""",1995,"""u.m.c. (mil)"""
409,Depósitos a prazo (CDB/RDB-pós-fixados TBF) - Captação líquida,"""D""",1995,"""u.m.c. (mil)"""
410,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica - Taxa total,"""D""",1996,"""% a.d."""
411,Saldo das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica,"""D""",1996,"""u.m.c. (mil)"""
412,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Outras operações - Pessoa física - Taxa total,"""D""",1996,"""% a.d."""
413,Saldo das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Outras operações - Pessoa física,"""D""",1996,"""u.m.c. (mil)"""
414,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações e outros - Taxa total,"""D""",1996,"""% a.d."""
415,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações e outros,"""D""",1996,"""u.m.c. (mil)"""
416,Operações de crédito com recursos livres referenciais                para taxa de juros (pós-fixada) - Outras operações - Pessoa física - Taxa total,"""D""",1996,"""% a.d."""
417,Saldo das operações de crédito com recursos livres referenciais                para taxa de juros (pós-fixada) - Outras operações - Pessoa física,"""D""",1996,"""u.m.c. (mil)"""
420,Fundo BB-extramercado - Captação líquida,"""D""",1994,"""u.m.c. (mil)"""
422,Taxa de juros - TBC anualizada,"""D""",1996,"""% a.a."""
423,Taxa de juros - TBAN anualizada,"""D""",1996,"""% a.a."""
424,"Fundo BB-extramercado - FAT, FNDE, FUNCAFE - Patrimônio","""D""",1997,"""u.m.c. (mil)"""
425,"Fundo BB-extramercado - FAT, FNDE, FUNCAFE - Captação","""D""",1997,"""u.m.c. (mil)"""
426,"Fundo BB-extramercado - FAT, FNDE, FUNCAFE - Resgates","""D""",1997,"""u.m.c. (mil)"""
427,"Fundo BB-extramercado - FAT, FNDE, FUNCAFE - Rentabilidade diária (%)","""D""",1997,"""% a.d."""
428,"Fundo BB-extramercado - FAT, FNDE, FUNCAFE - Aplicações em títulos federais","""D""",1997,"""u.m.c. (mil)"""
429,"Fundo BB-extramercado - FAT, FNDE, FUNCAFE - Aplicações em títulos privados","""D""",1997,"""u.m.c. (mil)"""
430,"Fundo BB-extramercado - FAT, FNDE, FUNCAFE - Aplicações em operações compromissadas","""D""",1997,"""u.m.c. (mil)"""
431,"Fundo BB-extramercado - FAT, FNDE, FUNCAFE - Captação líquida","""D""",1997,"""u.m.c. (mil)"""
432,Taxa de juros - Meta Selic definida pelo Copom,"""D""",1999,"""% a.a."""
433,Índice nacional de preços ao consumidor-amplo (IPCA),"""M""",1980,"""Var. % mensal"""
466,Concessões das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Hot money,"""D""",2000,"""u.m.c. (mil)"""
467,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Hot money - Saldo sem atraso,"""M""",2000,"""u.m.c. (mil)"""
468,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Hot money - Saldo com atraso de 15 a 30 dias,"""M""",2000,"""u.m.c. (mil)"""
469,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Hot money - Saldo com atraso de 31 a 90 dias,"""M""",2000,"""u.m.c. (mil)"""
470,Operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixada) - Hot money - Saldo com atraso maior que 90 dias,"""M""",2000,"""u.m.c. (mil)"""
